job_id,job_title, salary_usd ,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI06320,NLP Engineer,"54,601",Entry level,FT,Ireland,large Cap Companies,Ireland,100,"Mathematics, Kubernetes, Docker",Associate,0,Retail,23-06-2024,06-08-2024,2068,10,TechCorp Inc
AI06322,NLP Engineer,"1,54,952",Senior level,FT,United Kingdom,Mid Cap Companies,United Kingdom,100,"AWS, Git, R",Master,7,Technology,31-05-2024,16-07-2024,1199,10,Algorithmic Solutions
AI06332,NLP Engineer,"1,17,694",Mid level,FL,Denmark,large Cap Companies,China,100,"Java, GCP, R",Associate,2,Healthcare,30-07-2024,05-10-2024,1586,8,AI Innovations
AI06340,NLP Engineer,"1,78,715",Executive,FT,France,Small Cap Companies,France,0,"Deep Learning, Java, Python, TensorFlow, Kubernetes",PhD,10,Telecommunications,16-02-2025,25-03-2025,1595,7,Algorithmic Solutions
AI06374,NLP Engineer,"41,438",Entry level,CT,Japan,large Cap Companies,Japan,100,"GCP, MLOps, TensorFlow, Mathematics",Master,0,Energy,26-09-2024,09-11-2024,2446,8,Predictive Systems
AI06379,NLP Engineer,"1,08,677",Senior level,PT,Canada,Small Cap Companies,Canada,50,"SQL, GCP, Data Visualization, Java",Master,8,Consulting,01-03-2024,21-04-2024,749,8,Quantum Computing Inc
AI06393,NLP Engineer,"62,786",Mid level,PT,India,Small Cap Companies,France,50,"Python, Azure, Deep Learning",PhD,3,Government,18-02-2024,15-04-2024,524,9,Machine Intelligence Group
AI06420,NLP Engineer,"1,19,233",Entry level,FL,Norway,large Cap Companies,Norway,0,"Java, Git, Mathematics, R, GCP",Master,0,Automotive,09-11-2024,10-01-2025,1068,6,Digital Transformation LLC
AI06423,NLP Engineer,"1,24,957",Executive,CT,South Korea,large Cap Companies,South Korea,0,"PyTorch, SQL, NLP",Associate,14,Government,15-10-2024,16-12-2024,517,5,Digital Transformation LLC
AI06429,NLP Engineer,"99,586",Executive,PT,Ireland,Mid Cap Companies,Ireland,50,"Kubernetes, Python, GCP, Docker",Master,16,Government,03-01-2025,07-03-2025,2279,5,DeepTech Ventures
AI06433,NLP Engineer,"1,61,141",Executive,FL,France,Small Cap Companies,Sweden,100,"SQL, Hadoop, Spark, Tableau",Master,14,Energy,10-02-2024,04-03-2024,858,9,TechCorp Inc
AI06452,NLP Engineer,"1,55,824",Senior level,FT,France,Mid Cap Companies,France,0,"Spark, Scala, Azure, Linux",Associate,5,Real Estate,27-04-2024,15-05-2024,1482,7,Smart Analytics
AI06454,NLP Engineer,"1,25,422",Mid level,FL,United States,Mid Cap Companies,Norway,50,"Hadoop, Java, MLOps, TensorFlow, Azure",PhD,4,Education,02-03-2024,17-04-2024,576,8,Advanced Robotics
AI06489,NLP Engineer,"1,07,217",Executive,PT,Ireland,Small Cap Companies,Ireland,0,"PyTorch, GCP, Hadoop, Azure, Data Visualization",Master,15,Government,22-01-2024,14-02-2024,1533,6,Predictive Systems
AI06501,NLP Engineer,"1,23,997",Senior level,CT,Finland,large Cap Companies,Finland,50,"Java, GCP, Computer Vision, Git",Master,6,Government,18-02-2024,24-04-2024,1554,9,Future Systems
AI06505,NLP Engineer,"36,359",Entry level,FT,China,Mid Cap Companies,China,100,"PyTorch, Computer Vision, SQL",Master,0,Retail,23-02-2024,09-03-2024,1104,9,Digital Transformation LLC
AI06519,NLP Engineer,"1,06,735",Mid level,FT,United States,Small Cap Companies,South Korea,100,"Tableau, Python, Kubernetes, Azure",Master,4,Healthcare,17-06-2024,24-07-2024,508,6,Algorithmic Solutions
AI06534,NLP Engineer,"1,18,791",Mid level,FT,Norway,large Cap Companies,Norway,100,"SQL, Hadoop, Statistics",Bachelor,4,Media,04-01-2024,22-01-2024,1253,9,Algorithmic Solutions
AI06545,NLP Engineer,"1,31,596",Senior level,CT,Singapore,Small Cap Companies,Singapore,100,"R, SQL, Hadoop, Scala, Linux",Master,5,Energy,21-04-2024,11-06-2024,1571,8,Neural Networks Co
AI06546,NLP Engineer,"1,37,758",Executive,PT,Israel,Small Cap Companies,France,0,"R, AWS, TensorFlow",Associate,17,Media,03-03-2024,05-05-2024,710,7,Cloud AI Solutions
AI06553,NLP Engineer,"65,625",Entry level,PT,Switzerland,Small Cap Companies,Sweden,50,"Python, Scala, Deep Learning, Computer Vision, Kubernetes",Master,0,Retail,15-07-2024,27-08-2024,2211,5,Future Systems
AI06564,NLP Engineer,"96,362",Mid level,CT,Sweden,Mid Cap Companies,Sweden,0,"Computer Vision, Spark, AWS, Python, Data Visualization",Associate,4,Government,31-01-2025,31-03-2025,1320,7,Advanced Robotics
AI06624,NLP Engineer,"1,24,898",Senior level,PT,Singapore,large Cap Companies,France,50,"Python, Mathematics, Deep Learning, TensorFlow, Computer Vision",PhD,9,Media,30-01-2024,12-04-2024,793,10,TechCorp Inc
AI06626,NLP Engineer,"47,587",Entry level,FT,Israel,Small Cap Companies,Israel,50,"Statistics, PyTorch, NLP, Spark, AWS",Bachelor,1,Automotive,24-06-2024,26-07-2024,1597,8,Smart Analytics
AI06660,NLP Engineer,"74,174",Entry level,FT,Netherlands,Mid Cap Companies,Netherlands,0,"Python, Scala, Computer Vision",Associate,0,Manufacturing,26-12-2024,10-01-2025,2437,9,AI Innovations
AI06687,NLP Engineer,"1,33,778",Senior level,FL,Canada,Mid Cap Companies,Canada,50,"SQL, Python, NLP",PhD,9,Automotive,15-01-2024,10-02-2024,2207,6,Advanced Robotics
AI06724,NLP Engineer,"66,866",Mid level,PT,South Korea,Small Cap Companies,United Kingdom,50,"Scala, SQL, PyTorch, Git",Master,2,Telecommunications,24-07-2024,07-09-2024,1140,5,Smart Analytics
AI06728,NLP Engineer,"59,767",Mid level,FT,Austria,Mid Cap Companies,Austria,100,"Statistics, Azure, Java, Data Visualization",Master,3,Retail,09-01-2025,06-02-2025,788,6,Quantum Computing Inc
AI06745,NLP Engineer,"1,34,215",Executive,FT,Israel,Small Cap Companies,Israel,0,"Statistics, GCP, SQL",Bachelor,11,Media,21-09-2024,28-11-2024,1995,9,Future Systems
AI06781,NLP Engineer,"81,308",Entry level,PT,Denmark,Mid Cap Companies,Australia,50,"Scala, Azure, Data Visualization, TensorFlow",Master,0,Consulting,27-06-2024,15-08-2024,1063,7,Machine Intelligence Group
AI06803,NLP Engineer,"1,61,648",Executive,PT,Singapore,Small Cap Companies,Singapore,50,"Python, TensorFlow, MLOps, Deep Learning",Bachelor,16,Telecommunications,30-04-2024,02-07-2024,1638,9,Future Systems
AI06819,NLP Engineer,"54,907",Entry level,CT,South Korea,Mid Cap Companies,South Korea,0,"Azure, R, Deep Learning, SQL, TensorFlow",Associate,0,Healthcare,04-04-2025,08-05-2025,1005,10,Algorithmic Solutions
AI06820,NLP Engineer,"2,28,761",Executive,FL,Australia,large Cap Companies,Australia,50,"SQL, Data Visualization, Computer Vision",Master,11,Government,18-11-2024,25-12-2024,1523,9,Future Systems
AI06835,NLP Engineer,"51,383",Entry level,FL,Israel,large Cap Companies,Israel,100,"Python, AWS, TensorFlow",Bachelor,1,Technology,03-01-2025,20-02-2025,1575,7,Neural Networks Co
AI06839,NLP Engineer,"80,021",Entry level,FL,Singapore,large Cap Companies,Singapore,0,"Scala, Deep Learning, Computer Vision, Linux",Associate,0,Gaming,16-04-2024,14-06-2024,1294,5,TechCorp Inc
AI06854,NLP Engineer,"1,05,084",Mid level,FL,Singapore,large Cap Companies,Singapore,100,"Tableau, SQL, R",Associate,4,Telecommunications,04-11-2024,29-11-2024,1627,7,TechCorp Inc
AI06863,NLP Engineer,"1,52,491",Executive,FL,Israel,Small Cap Companies,Israel,100,"TensorFlow, MLOps, Scala, Computer Vision",Master,16,Consulting,30-03-2024,29-04-2024,1244,6,AI Innovations
AI06870,NLP Engineer,"43,218",Entry level,FT,Austria,Mid Cap Companies,United Kingdom,100,"SQL, PyTorch, AWS, R, MLOps",Associate,0,Telecommunications,12-01-2025,20-03-2025,2335,7,Future Systems
AI06876,NLP Engineer,"89,822",Mid level,PT,Singapore,large Cap Companies,Singapore,0,"SQL, PyTorch, Azure, Computer Vision",Master,4,Energy,24-01-2024,08-02-2024,1135,10,Advanced Robotics
AI06886,NLP Engineer,"85,261",Entry level,CT,Australia,large Cap Companies,Australia,50,"NLP, Kubernetes, Data Visualization",Master,0,Technology,11-07-2024,30-08-2024,1409,9,DeepTech Ventures
AI06895,NLP Engineer,"1,26,342",Senior level,PT,Australia,large Cap Companies,Australia,0,"SQL, Python, MLOps, TensorFlow",Bachelor,7,Healthcare,09-04-2025,28-04-2025,589,5,Autonomous Tech
AI06906,NLP Engineer,"38,781",Entry level,CT,Japan,Small Cap Companies,Japan,50,"Hadoop, TensorFlow, Python, MLOps",Master,1,Retail,29-04-2025,26-06-2025,1347,7,DataVision Ltd
AI06942,NLP Engineer,"80,527",Entry level,PT,Sweden,large Cap Companies,Sweden,100,"MLOps, Scala, Python, Azure, Hadoop",PhD,1,Telecommunications,27-01-2025,15-02-2025,1817,6,Advanced Robotics
AI06982,NLP Engineer,"53,427",Mid level,FL,China,Mid Cap Companies,China,100,"Git, TensorFlow, PyTorch",Associate,2,Government,07-01-2025,20-03-2025,1531,9,Predictive Systems
AI07012,NLP Engineer,"80,531",Mid level,PT,Canada,large Cap Companies,France,100,"Spark, Python, TensorFlow, GCP",Associate,4,Technology,13-06-2024,23-07-2024,808,8,Cognitive Computing
AI07019,NLP Engineer,"3,24,312",Executive,PT,Norway,Mid Cap Companies,Denmark,100,"Mathematics, Docker, Tableau, Python, AWS",Master,15,Retail,19-10-2024,06-12-2024,725,5,TechCorp Inc
AI07028,NLP Engineer,"71,060",Mid level,FT,India,large Cap Companies,India,0,"PyTorch, NLP, TensorFlow, Tableau, Scala",PhD,4,Transportation,08-04-2025,14-06-2025,2235,10,DeepTech Ventures
AI07033,NLP Engineer,"63,638",Mid level,PT,Finland,Mid Cap Companies,Switzerland,50,"Tableau, Kubernetes, Data Visualization, Computer Vision",Bachelor,3,Real Estate,07-03-2024,20-04-2024,961,6,Digital Transformation LLC
AI07075,NLP Engineer,"74,394",Mid level,CT,Finland,large Cap Companies,Finland,50,"Tableau, Linux, Kubernetes, Git, Scala",Associate,2,Consulting,28-01-2025,14-03-2025,534,9,AI Innovations
AI07106,NLP Engineer,"1,14,023",Executive,PT,Finland,large Cap Companies,Finland,50,"Kubernetes, Java, SQL, Azure",Associate,14,Healthcare,20-02-2024,27-04-2024,1174,8,Future Systems
AI07115,NLP Engineer,"1,33,209",Senior level,CT,Singapore,Mid Cap Companies,Singapore,50,"Kubernetes, Tableau, GCP, Mathematics",Master,8,Media,11-10-2024,20-12-2024,1296,10,TechCorp Inc
AI07117,NLP Engineer,"1,88,294",Executive,FL,Switzerland,Small Cap Companies,Switzerland,50,"Azure, PyTorch, Scala",Associate,14,Transportation,01-04-2025,30-05-2025,2162,6,AI Innovations
AI07122,NLP Engineer,"39,377",Entry level,CT,Japan,Small Cap Companies,Japan,50,"Tableau, AWS, Mathematics",PhD,0,Telecommunications,10-10-2024,07-12-2024,2405,9,Algorithmic Solutions
AI07126,NLP Engineer,"66,872",Mid level,PT,Ireland,large Cap Companies,United States,50,"Scala, PyTorch, SQL, Azure, Computer Vision",Associate,3,Consulting,05-08-2024,10-10-2024,1563,9,Advanced Robotics
AI07129,NLP Engineer,"1,06,527",Senior level,PT,Australia,Small Cap Companies,Australia,0,"TensorFlow, R, Statistics, Azure, Kubernetes",Associate,7,Media,28-02-2025,29-04-2025,2375,9,Cognitive Computing
AI07136,NLP Engineer,"57,761",Mid level,PT,Ireland,Mid Cap Companies,South Korea,50,"Computer Vision, Python, R, Deep Learning",Bachelor,4,Automotive,29-11-2024,28-12-2024,1851,6,Autonomous Tech
AI07143,NLP Engineer,"1,56,521",Senior level,PT,United States,large Cap Companies,Sweden,100,"SQL, PyTorch, Tableau, Kubernetes",Associate,8,Finance,18-01-2025,05-02-2025,1214,10,Future Systems
AI07179,NLP Engineer,"63,306",Mid level,PT,China,Mid Cap Companies,China,100,"Python, Java, NLP",Bachelor,3,Telecommunications,19-10-2024,22-11-2024,2213,7,DeepTech Ventures
AI07192,NLP Engineer,"65,534",Senior level,PT,Japan,Small Cap Companies,Japan,50,"Linux, Computer Vision, SQL",Bachelor,7,Real Estate,12-01-2025,21-02-2025,1150,6,Machine Intelligence Group
AI07233,NLP Engineer,"1,24,459",Entry level,FL,United Kingdom,large Cap Companies,United Kingdom,0,"NLP, Linux, Python, TensorFlow",Bachelor,0,Technology,21-06-2024,28-07-2024,1485,6,Neural Networks Co
AI07263,NLP Engineer,"1,03,290",Mid level,FT,Singapore,Small Cap Companies,Singapore,100,"R, Python, Linux, Docker",PhD,3,Government,28-01-2024,08-04-2024,1552,7,Machine Intelligence Group
AI07308,NLP Engineer,"1,21,542",Senior level,PT,Singapore,Mid Cap Companies,Finland,100,"Git, SQL, Python, Deep Learning, Spark",Bachelor,9,Government,28-10-2024,17-11-2024,876,6,Quantum Computing Inc
AI07337,NLP Engineer,"1,08,234",Executive,FT,India,Mid Cap Companies,India,100,"Data Visualization, Hadoop, Computer Vision",Bachelor,14,Energy,11-01-2024,11-03-2024,2275,6,Neural Networks Co
AI07350,NLP Engineer,"1,15,693",Executive,CT,Japan,Mid Cap Companies,France,0,"SQL, Computer Vision, NLP",Associate,14,Real Estate,05-02-2024,26-03-2024,514,6,Machine Intelligence Group
AI07364,NLP Engineer,"1,01,581",Mid level,CT,Germany,Small Cap Companies,Netherlands,50,"Python, TensorFlow, Mathematics, Deep Learning",PhD,3,Media,22-04-2024,01-07-2024,1198,9,Autonomous Tech
AI07383,NLP Engineer,"76,436",Senior level,FL,Ireland,Mid Cap Companies,Ireland,0,"Spark, Tableau, Java, Kubernetes",Associate,6,Technology,26-04-2025,03-06-2025,762,9,Advanced Robotics
AI07392,NLP Engineer,"50,532",Mid level,PT,China,Small Cap Companies,China,0,"Python, GCP, Git, TensorFlow, MLOps",Bachelor,3,Gaming,30-04-2024,15-06-2024,1635,9,Neural Networks Co
AI07408,NLP Engineer,"1,47,351",Executive,PT,France,Small Cap Companies,Israel,0,"R, AWS, Data Visualization, Spark",Master,13,Finance,25-01-2024,15-02-2024,886,9,Advanced Robotics
AI07427,NLP Engineer,"67,140",Mid level,FL,Sweden,Small Cap Companies,Sweden,0,"Git, Scala, Linux, Kubernetes, R",Bachelor,2,Energy,18-02-2025,12-03-2025,796,7,TechCorp Inc
AI07522,NLP Engineer,"2,05,409",Executive,FT,Australia,Small Cap Companies,Japan,50,"Kubernetes, TensorFlow, Docker, Statistics",Master,15,Government,01-07-2024,27-08-2024,1928,10,Algorithmic Solutions
AI07530,NLP Engineer,"61,453",Mid level,PT,South Korea,Small Cap Companies,Germany,50,"Python, Computer Vision, Git",PhD,4,Transportation,15-07-2024,02-08-2024,1405,9,Cognitive Computing
AI07576,NLP Engineer,"1,26,981",Senior level,CT,Netherlands,Mid Cap Companies,Netherlands,100,"R, SQL, Data Visualization, Deep Learning, Azure",PhD,9,Retail,21-02-2025,01-04-2025,1748,10,Machine Intelligence Group
AI07581,NLP Engineer,"47,615",Mid level,PT,Israel,Small Cap Companies,Singapore,50,"Azure, MLOps, Data Visualization",PhD,3,Manufacturing,03-10-2024,21-10-2024,1681,7,Future Systems
AI07597,NLP Engineer,"60,317",Entry level,FT,Ireland,large Cap Companies,Ireland,50,"Python, Data Visualization, R, NLP",Associate,0,Education,04-03-2024,24-04-2024,2455,6,Neural Networks Co
AI07626,NLP Engineer,"50,058",Entry level,PT,Japan,Small Cap Companies,Japan,0,"Tableau, Linux, Spark, R, Deep Learning",Bachelor,0,Manufacturing,01-01-2025,31-01-2025,2024,5,Algorithmic Solutions
AI07674,NLP Engineer,"1,35,921",Senior level,FT,United States,Small Cap Companies,United States,100,"Docker, Spark, Kubernetes, SQL",Master,6,Retail,29-01-2024,29-03-2024,877,9,Cognitive Computing
AI07683,NLP Engineer,"67,982",Mid level,CT,Japan,Mid Cap Companies,Japan,0,"Statistics, Linux, NLP",Master,4,Government,29-03-2024,14-05-2024,1007,10,Machine Intelligence Group
AI07699,NLP Engineer,"1,07,270",Mid level,PT,Netherlands,large Cap Companies,Netherlands,0,"NLP, GCP, Deep Learning, Azure, Mathematics",Master,4,Technology,15-01-2024,13-02-2024,1126,10,DeepTech Ventures
AI07755,NLP Engineer,"98,122",Executive,FL,Finland,Mid Cap Companies,Finland,0,"AWS, SQL, Computer Vision, PyTorch, Deep Learning",PhD,18,Telecommunications,12-02-2024,22-03-2024,2062,9,Predictive Systems
AI07767,NLP Engineer,"3,56,015",Executive,PT,Switzerland,Mid Cap Companies,India,100,"Linux, PyTorch, Tableau, Kubernetes",Master,16,Healthcare,18-11-2024,23-01-2025,1123,8,TechCorp Inc
AI07804,NLP Engineer,"56,294",Entry level,FT,Ireland,Mid Cap Companies,Ireland,0,"Java, TensorFlow, Spark, SQL",Bachelor,1,Finance,01-11-2024,26-12-2024,2247,8,Predictive Systems
AI07809,NLP Engineer,"62,466",Mid level,CT,Austria,Mid Cap Companies,Austria,100,"TensorFlow, Linux, Data Visualization",Associate,4,Transportation,25-03-2024,22-04-2024,729,7,Neural Networks Co
AI07818,NLP Engineer,"1,78,313",Executive,FT,Ireland,Mid Cap Companies,Ireland,0,"Mathematics, Scala, Deep Learning, TensorFlow",Associate,10,Transportation,04-07-2024,29-08-2024,2101,9,Future Systems
AI07821,NLP Engineer,"3,91,062",Executive,CT,United Kingdom,large Cap Companies,Singapore,0,"NLP, Hadoop, Azure",Associate,13,Government,12-05-2024,03-06-2024,1202,10,TechCorp Inc
AI07826,NLP Engineer,"65,026",Mid level,FT,India,Mid Cap Companies,India,100,"Mathematics, Data Visualization, Azure, Java",Master,2,Energy,06-11-2024,06-12-2024,2404,8,Machine Intelligence Group
AI07847,NLP Engineer,"2,03,402",Executive,PT,India,large Cap Companies,India,0,"GCP, Tableau, PyTorch, Statistics",Bachelor,17,Media,27-07-2024,20-08-2024,2219,9,DeepTech Ventures
AI07906,NLP Engineer,"61,836",Entry level,FT,Singapore,Small Cap Companies,Singapore,0,"GCP, Java, MLOps, R",Associate,0,Government,19-07-2024,30-09-2024,933,6,Cognitive Computing
AI07915,NLP Engineer,"74,285",Mid level,FT,Australia,Mid Cap Companies,Australia,100,"PyTorch, Computer Vision, TensorFlow, Azure",Master,2,Government,03-12-2024,30-01-2025,1653,10,Predictive Systems
AI07926,NLP Engineer,"49,386",Entry level,FT,Austria,Mid Cap Companies,Austria,0,"Scala, Git, Python",Bachelor,0,Media,05-01-2025,19-02-2025,1936,7,Smart Analytics
AI07928,NLP Engineer,"2,04,306",Senior level,FT,Netherlands,large Cap Companies,United Kingdom,0,"Deep Learning, TensorFlow, Computer Vision",Associate,8,Telecommunications,12-08-2024,05-10-2024,514,6,Smart Analytics
AI07930,NLP Engineer,"99,730",Senior level,FT,Japan,Mid Cap Companies,Germany,0,"NLP, PyTorch, Scala",Associate,9,Real Estate,15-02-2024,13-04-2024,2156,9,AI Innovations
AI07953,NLP Engineer,"1,78,405",Executive,FL,Austria,large Cap Companies,Austria,50,"SQL, Kubernetes, Azure, Data Visualization",Bachelor,18,Manufacturing,28-02-2024,25-03-2024,1854,9,AI Innovations
AI07963,NLP Engineer,"56,117",Entry level,FL,Canada,Mid Cap Companies,Canada,0,"Hadoop, Git, Python",Master,1,Consulting,14-10-2024,13-11-2024,1694,5,TechCorp Inc
AI07979,NLP Engineer,"1,19,425",Senior level,FL,Australia,Mid Cap Companies,Sweden,100,"PyTorch, SQL, Tableau, Hadoop, NLP",Bachelor,6,Real Estate,09-10-2024,02-12-2024,850,9,AI Innovations
AI08022,NLP Engineer,"1,88,571",Senior level,FT,Denmark,Mid Cap Companies,Sweden,0,"Hadoop, PyTorch, SQL",PhD,9,Gaming,31-01-2024,28-03-2024,1329,6,Cognitive Computing
AI08026,NLP Engineer,"57,311",Entry level,PT,Ireland,large Cap Companies,Ireland,100,"MLOps, Linux, Python, TensorFlow, Java",Master,0,Government,28-05-2024,28-07-2024,1631,8,Cognitive Computing
AI08028,NLP Engineer,"33,854",Entry level,PT,India,Small Cap Companies,India,100,"R, Spark, Tableau, AWS, Hadoop",Master,1,Education,24-01-2025,27-03-2025,1130,7,Machine Intelligence Group
AI08049,NLP Engineer,"1,12,025",Mid level,FL,Denmark,Mid Cap Companies,Denmark,0,"Python, PyTorch, Hadoop, Deep Learning, GCP",Associate,2,Manufacturing,20-03-2025,20-04-2025,1276,8,DataVision Ltd
AI08083,NLP Engineer,"83,572",Entry level,FL,Switzerland,Small Cap Companies,Switzerland,50,"Python, Scala, Computer Vision, TensorFlow, Docker",Master,0,Gaming,22-09-2024,20-11-2024,2245,8,DeepTech Ventures
AI08114,NLP Engineer,"1,23,483",Executive,PT,Finland,Small Cap Companies,Finland,0,"Git, Linux, Computer Vision, Tableau",PhD,12,Consulting,03-03-2024,19-03-2024,556,6,DataVision Ltd
AI08167,NLP Engineer,"94,867",Entry level,CT,Norway,Mid Cap Companies,Australia,100,"Scala, Statistics, PyTorch",Master,0,Transportation,25-09-2024,08-11-2024,1681,5,Machine Intelligence Group
AI08170,NLP Engineer,"1,31,409",Mid level,FL,Denmark,large Cap Companies,Denmark,0,"PyTorch, SQL, Git",Bachelor,3,Consulting,08-02-2025,15-03-2025,866,9,Algorithmic Solutions
AI08191,NLP Engineer,"48,170",Entry level,FL,Ireland,large Cap Companies,Ireland,50,"Statistics, Java, Tableau, Python",Bachelor,0,Media,03-02-2025,16-04-2025,1970,9,DataVision Ltd
AI08199,NLP Engineer,"2,29,837",Executive,FT,United States,Mid Cap Companies,United States,0,"Azure, Java, GCP",Bachelor,16,Finance,13-02-2025,12-04-2025,1109,7,Advanced Robotics
AI08244,NLP Engineer,"1,81,476",Senior level,FT,Norway,Mid Cap Companies,Netherlands,50,"Linux, Spark, NLP, MLOps, Statistics",PhD,5,Consulting,22-10-2024,24-11-2024,926,6,DeepTech Ventures
AI08268,NLP Engineer,"60,519",Entry level,FT,Denmark,Small Cap Companies,Denmark,100,"Python, TensorFlow, Tableau",Master,0,Transportation,19-01-2024,24-02-2024,876,5,Cloud AI Solutions
AI08280,NLP Engineer,"55,031",Mid level,FT,Israel,Small Cap Companies,Israel,50,"Hadoop, Linux, Statistics, AWS",Bachelor,2,Media,04-09-2024,08-11-2024,1635,9,Quantum Computing Inc
AI08291,NLP Engineer,"80,008",Mid level,FL,Canada,Mid Cap Companies,Canada,100,"Scala, Data Visualization, SQL, Deep Learning, Azure",Bachelor,3,Automotive,01-01-2025,15-03-2025,1420,6,Autonomous Tech
AI08299,NLP Engineer,"1,71,960",Senior level,FT,France,large Cap Companies,Canada,0,"TensorFlow, Tableau, Git, R, Kubernetes",Master,7,Technology,31-10-2024,26-12-2024,1773,9,Machine Intelligence Group
AI08388,NLP Engineer,"70,781",Entry level,FT,Germany,Small Cap Companies,Germany,100,"Java, R, AWS, Git, Computer Vision",Associate,0,Retail,30-10-2024,05-01-2025,2326,6,Quantum Computing Inc
AI08392,NLP Engineer,"1,21,502",Senior level,PT,Sweden,Mid Cap Companies,Australia,100,"Python, Kubernetes, Deep Learning, Azure",Associate,9,Gaming,07-06-2024,07-07-2024,2113,7,Cognitive Computing
AI08419,NLP Engineer,"62,394",Mid level,PT,India,large Cap Companies,Ireland,100,"Python, TensorFlow, Java, Computer Vision",Master,4,Transportation,18-11-2024,25-01-2025,2038,7,Digital Transformation LLC
AI08428,NLP Engineer,"2,50,432",Executive,FL,Switzerland,Mid Cap Companies,South Korea,100,"Computer Vision, Python, AWS, MLOps, GCP",Bachelor,11,Media,05-03-2025,16-05-2025,891,8,Digital Transformation LLC
AI08442,NLP Engineer,"46,116",Mid level,CT,Finland,Small Cap Companies,Norway,100,"GCP, Git, R, SQL",Master,2,Healthcare,20-07-2024,21-08-2024,2343,10,Predictive Systems
AI08444,NLP Engineer,"1,40,277",Executive,PT,Australia,Mid Cap Companies,Japan,50,"Java, SQL, Git, Mathematics",Bachelor,14,Automotive,05-06-2024,28-07-2024,2072,9,DeepTech Ventures
AI08534,NLP Engineer,"1,22,552",Senior level,FL,Finland,large Cap Companies,Finland,100,"Data Visualization, GCP, Python, Spark, Mathematics",Associate,5,Retail,06-04-2024,16-05-2024,1190,7,Cloud AI Solutions
AI08565,NLP Engineer,"2,37,339",Executive,FL,Norway,large Cap Companies,Norway,50,"Spark, AWS, Kubernetes, Statistics",Bachelor,18,Retail,23-09-2024,02-11-2024,1433,9,Machine Intelligence Group
AI08583,NLP Engineer,"1,30,417",Senior level,CT,Canada,large Cap Companies,Canada,0,"Deep Learning, SQL, Mathematics, Kubernetes",Bachelor,8,Education,23-02-2024,22-04-2024,1026,7,Advanced Robotics
AI08606,NLP Engineer,"1,20,658",Senior level,FL,Netherlands,Small Cap Companies,Netherlands,0,"Kubernetes, NLP, GCP",PhD,7,Transportation,10-03-2024,28-04-2024,1413,9,Digital Transformation LLC
AI08609,NLP Engineer,"71,642",Entry level,PT,Switzerland,Small Cap Companies,Switzerland,0,"Git, Deep Learning, Computer Vision",Associate,0,Consulting,16-06-2024,22-08-2024,1862,7,Cloud AI Solutions
AI08616,NLP Engineer,"1,78,446",Executive,FT,Israel,large Cap Companies,Israel,100,"Git, Deep Learning, Spark, Scala",Bachelor,14,Telecommunications,27-07-2024,11-09-2024,2010,5,Autonomous Tech
AI08624,NLP Engineer,"47,096",Mid level,CT,Japan,Small Cap Companies,Japan,50,"Scala, Java, Python, Tableau",PhD,2,Finance,21-02-2024,05-04-2024,1987,7,DeepTech Ventures
AI08651,NLP Engineer,"59,807",Entry level,PT,Ireland,large Cap Companies,Ireland,100,"PyTorch, SQL, Kubernetes, Scala",Master,1,Energy,30-12-2024,10-02-2025,1744,9,Predictive Systems
AI08731,NLP Engineer,"95,657",Executive,FL,Austria,Small Cap Companies,Austria,100,"Data Visualization, R, Scala, GCP",Bachelor,16,Manufacturing,24-06-2024,06-08-2024,1692,10,Digital Transformation LLC
AI08737,NLP Engineer,"61,502",Mid level,FT,India,Mid Cap Companies,India,0,"Azure, Docker, Git",Associate,2,Healthcare,23-04-2024,29-06-2024,1261,8,Neural Networks Co
AI08749,NLP Engineer,"89,476",Mid level,FL,Canada,Mid Cap Companies,Canada,0,"Hadoop, Scala, Computer Vision, Tableau",Bachelor,3,Real Estate,19-06-2024,03-07-2024,1719,5,DataVision Ltd
AI08763,NLP Engineer,"77,022",Senior level,FT,Finland,Small Cap Companies,China,50,"TensorFlow, R, Java, NLP, Kubernetes",Associate,5,Automotive,13-04-2025,15-06-2025,559,10,Digital Transformation LLC
AI08791,NLP Engineer,"1,23,943",Senior level,FT,France,Mid Cap Companies,France,0,"SQL, GCP, NLP, Deep Learning",Master,7,Energy,01-08-2024,18-08-2024,2454,5,Advanced Robotics
AI08793,NLP Engineer,"2,00,628",Senior level,FT,United Kingdom,Mid Cap Companies,United Kingdom,50,"AWS, Java, Statistics",Master,6,Finance,23-10-2024,25-11-2024,508,10,TechCorp Inc
AI08799,NLP Engineer,"1,87,791",Senior level,CT,Switzerland,Small Cap Companies,Switzerland,50,"Kubernetes, SQL, Statistics",Bachelor,8,Energy,18-03-2024,28-05-2024,1786,9,Quantum Computing Inc
AI08824,NLP Engineer,"1,28,185",Executive,PT,South Korea,large Cap Companies,Germany,100,"NLP, Python, TensorFlow, Deep Learning",Associate,12,Retail,20-02-2024,11-04-2024,706,6,Smart Analytics
AI08849,NLP Engineer,"1,55,500",Executive,PT,India,large Cap Companies,India,50,"R, Scala, NLP",PhD,15,Media,17-04-2025,01-06-2025,2190,10,Neural Networks Co
